,index_party,sent
1079,1079,"Wir setzen uns ein für einen nach Risiken abgestuften europäischen Ordnungsrahmen für den Einsatz automatischer Systeme, klare Regeln zur Nachvollziehbarkeit, zum Datenschutz, zum Arbeitsrecht und zur Datenqualität, um Kontrolle und Haftung, aber auch Rechtssicherheit für betroffene Betriebe zu ermöglichen."
1080,1080,Hier wollen wir verstärkt gleiche Standards auf europäischer Ebene definieren und umsetzen.
1081,1081,Für eine öffentliche Kontrolle dieser Regeln müssen Behörden gut geschult und technisch dementsprechend aufgestellt sein.
1082,1082,"Das bedeutet auch eine Modernisierung des Allgemeinen Gleichbehandlungsgesetzes sowie strenge Kriterien für den Einsatz von algorithmischen und automatischen Entscheidungen, insbesondere in der öffentlichen Verwaltung."
1083,1083,"Auch Kapitel 2 Plattformanbieter müssen ihre automatisierten Entscheidungen, Vergleiche oder Preise transparent machen und erklären können."
1084,1084,"IT-Sicherheit als Standortfaktor Gute IT-Sicherheit und klare rechtsstaatliche Standards sichern Grundrechte und sind die Voraussetzung, damit der digitale Wandel gelingt."
1085,1085,"Der Staat bleibt in der Pflicht, diese zu gewähren."
1086,1086,Gerade die kritische Infrastruktur wie beispielsweise unsere Stromnetze muss besonders geschützt werden.
1087,1087,Gute IT-Sicherheit ist längst auch ein wichtiger Standortfaktor.
1088,1088,"Wer digital souverän sein will, muss entsprechend handeln und darf die Sicherheit aller nicht unterlaufen."
1089,1089,"Ein effektiver und moderner Datenschutz schützt die Menschenwürde und nimmt verstärkt auch die Gesellschaft in Gänze in den Blick, um die Abwehr auch überindividueller Risiken kollektiv zu gestalten."
1090,1090,"Wir setzen Anreize für guten Datenschutz und beste IT-Sicherheit, wollen innovative, technische Ansätze zum effektiven Schutz der Privatsphäre ausbauen und Auditierungen und europäisch einheitliche Zertifizierungen vorantreiben."
1091,1091,Vor allem KMUs sollen sehr viel stärker durch ein dezentrales und unabhängiges IT-Beratungsnetzwerk unterstützt werden.
1092,1092,"Der Staat selbst muss mit gutem Beispiel vorangehen, die wichtige Arbeit der Aufsichtsbehörden stärker unterstützen sowie ihre Koope- 78 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  ration im föderalen und europäischen Zusammenspiel verbessern, bis hin zur gemeinsamen Aufgabenwahrnehmung und Durchsetzung."
1093,1093,Die Unabhängigkeit des BSI stärken wir.
1094,1094,Bei staatlichen IT-Projekten muss IT-Sicherheit von Anfang an mitgedacht und implementiert werden.
1095,1095,Zudem wollen wir die Entwicklung sicherer Hardware gezielt fördern.
1096,1096,"Im Sinne der Nachhaltigkeit digitaler Produkte führen wir eine Verpflichtung zu einer angemessenen, risikoorientierten und benutzerfreundlichen Bereitstellung von Sicherheitsupdates ein."
1097,1097,"Beim Ausbau digitaler Infrastrukturen, wie zum Beispiel 5G, wollen wir die Integrität unserer kritischen Infrastruktur, die digitale Souveränität Europas und die Einhaltung der Menschenrechte wie das Recht auf Privatsphäre sicherstellen."
1098,1098,Dafür sind einerseits höchste IT-Sicherheitsstandards für Komponenten in digitalen Infrastrukturen nötig.
1099,1099,"Andererseits wollen wir die technologische Unabhängigkeit Europas durch verstärkte Eigenentwicklungen und Produktionen, durch vielfältige digitale Ökosysteme und offene Standards stärken."
1100,1100,"Um Gefahrenlagen kon- Kapitel 2 kret bewerten zu können, müssen neben technischen auch rechtliche, rechtsstaatliche, sicherheitsrelevante und geostrategische Aspekte in die Prüfung einbezogen werden."
1101,1101,"Eine Beteiligung von nicht vertrauenswürdigen Unternehmen, insbesondere aus autoritären Staaten, an kritischer Infrastruktur lehnen wir ab."
1102,1102,Wir kämpfen für einen fairen und nachhaltigen Handel Neustart für gute Handelsverträge Handel ist eine wichtige Grundlage unseres Wohlstandes: Fairer Handel trägt zur Vertiefung internationaler Partnerschaften und damit auch zu einer sicheren Welt bei.
1103,1103,"Gerade in Zeiten, die zunehmend unter den Vorzeichen eines Systemwettbewerbs zwischen demokratischen und autoritären Staaten stehen, setzen wir auf eine proaktive Handelspolitik."
1104,1104,"Wir wollen einen multilateralen Welthandel und Handelsabkommen, die dem Wohlstand aller Menschen dienen, die Umweltund Klimaschutz sowie die Einhaltung der Menschenrechte einfordern und die Beziehungen mit unseren Partner*innen im Einsatz Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 79  für Demokratie und Freiheit stärken."
1105,1105,Eine Zersplitterung von Handelsbeziehungen erschwert ein internationales Miteinander.
1106,1106,Eine nachhaltig und fair reformierte Welthandelsorganisation (WTO) muss zu einer echten globalen Partnerschaft beitragen.
1107,1107,"In einem ersten Schritt wollen wir die WTO-Berufungsinstanz zur Streitbeilegung wiederbeleben, um die Multiplizierung von Handelskonflikten nach dem Recht des Stärkeren einzudämmen."
1108,1108,"Die Chance, mit der neuen US-Administration die Handelskonflikte beizulegen und einen transatlantischen Markt für klimaneutrale Produkte zu schaffen, wollen wir ergreifen."
1109,1109,Abkommen mit negativen Auswirkungen auf die Umwelt oder die Ernährungssouveränität wie das EU-Mercosur-Abkommen mit lateinamerikanischen Staaten lehnen wir ab.
1110,1110,Die Europäische Union kann aufgrund des großen gemeinsamen Binnenmarktes selbstbewusst in Handelsverhandlungen gehen.
1111,1111,"Europäische Handelsverträge müssen verbindliche und durchsetzbare Menschenrechts-, Umweltund Sozialstandards enthalten und Marktöffnungen im Dienstleistungsbe- Kapitel 2 reich grundsätzlich nur in Positivlisten regeln."
1112,1112,"Dazu zählt, das Pariser Klimaschutzabkommen sowie ILO-Kernarbeitsnormen zur Bedingung und einklagbar zu machen."
1113,1113,Das europäische Vorsorgeprinzip ist stets zu wahren.
1114,1114,Gute Handelspolitik muss die kommunale Daseinsvorsorge und die Möglichkeit der Rekommunalisierung ausreichend schützen.
1115,1115,"Handelsabkommen sollten nicht nur Rechte für Unternehmen, sondern auch ihre Pflichten regeln."
1116,1116,"Deshalb setzen wir uns für einen multilateralen Handelsgerichtshof bei den Vereinten Nationen ein, der beides abdeckt."
1117,1117,"Internationale Konzerne dürfen durch Handelsund Investitionsklagen nicht noch mächtiger werden, daher lehnen wir Klageprivilegien oder eine Sonderjustiz für ausländische Investor*innen ab."
1118,1118,"Wir wollen, dass die EU und ihre Mitgliedstaaten aus dem vollkommen aus der Zeit gefallenen Energiecharta-Vertrag aussteigen, auch um die Ziele des Green Deal der EU nicht zu gefährden."
1119,1119,"Wir lehnen Handelsabkommen ab, die Klima, Umwelt und Verbraucher*innen nicht ausreichend schützen."
1120,1120,Das CETA-Abkommen werden wir deshalb in seiner jetzigen Fassung nicht ratifizieren.
1121,1121,"Wir werden so sicherstellen, dass die gefährlichen Investor-Staat-Schiedsgerichte nicht zur Anwendung kommen."
1122,1122,Auch an den derzeit vorläufig angewendeten Teilen von CETA üben wir erhebliche Kritik.
1123,1123,Wir wollen das Abkommen gemeinsam mit Kanada weiterentwickeln und dadurch neu ausrichten.
1124,1124,Wir wollen insbesondere die demokratische Kontrolle 80 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  bei der regulatorischen Kooperation verbessern.
1125,1125,Hier muss das Europaparlament künftig besser eingebunden werden.
1126,1126,"Zudem braucht es stärkere Regelungen zu Umwelt-, Klimaund Verbraucherschutz und die Sicherung des europäischen Vorsorgeprinzips."
1127,1127,"Das EU-China- Investitionsabkommen, das maßgeblich von der deutschen Bundesregierung vorangetrieben wurde, ist in den Bereichen Level Playing Field und Menschenrechte unzureichend."
1128,1128,Wir können ihm in seiner jetzigen Form nicht zustimmen.
1129,1129,"Aktive Außenwirtschaftspolitik und fairer Wettbewerb Um legitime Sicherheitsinteressen zu schützen und gleiche Wettbewerbsbedingungen für alle Marktteilnehmer*innen durchzusetzen, muss die EU reagieren, wenn aus Drittländern mit unfairen Mitteln auf dem EU-Binnenmarkt agiert wird, sowie eine aktive Außenwirtschaftspolitik betreiben."
1130,1130,"Anti-Dumpingund Anti-Subventions-Instru- Kapitel 2 mente müssen weiterentwickelt werden, um ein Level Playing Field auf globalen Märkten zu erreichen."
1131,1131,Die Anti-Dumping-Regeln müssen noch stärker als bisher auch bei Dumping durch niedrige ökologische und soziale Standards anwendbar sein.
1132,1132,Durch eine Reform des EU-Beihilferechts können Wettbewerbsverzerrungen durch staatlich geförderte Konzerne aus anderen Weltregionen verhindert werden.
1133,1133,"Der EU-Prüfmechanismus für ausländische Direktinvestitionen muss verbessert werden, um zu verhindern, dass europäische Unternehmen von hochsubventionierten ausländischen Firmen übernommen werden, und ein neues EU-Instrument gegen wirtschaftlichen Zwang soll der EU helfen sich gegen rechtswidrigen ökonomischen Druck von außen zu wehren."
1134,1134,"Die deutsche Außenwirtschaftsförderung und ihre Instrumente müssen in Zukunft – anstelle von fossilen Anlagen und Kraftwerken – Hidden Champions unterstützen, die beispielsweise Hightech für bessere Umweltund Lebensbedingungen herstellen."
1135,1135,"Dazu müssen sie konsequent am 1,5-Grad-Ziel, an der Agenda für nachhaltige Entwicklung und an Menschenrechten ausgerichtet werden."
1136,1136,"Mit der EU-Kommission setzen wir uns für einen Grenzausgleich von CO2-Kosten ein, damit ambitionierter Klimaschutz nicht zum Wettbewerbsnachteil wird."
1137,1137,"Wir werden uns dafür einsetzen, dass die EU mit den Einnahmen aus diesem Grenzausgleich auch ärmere Handelspartnerländer bei der Dekarbonisierung unterstützt."
1138,1138,"Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 81  Fairer Handel für eine nachhaltige Entwicklung im globalen Süden Die Entwicklungschancen der Länder des globalen Südens sind stark davon abhängig, wie fair die Handelspolitik gestaltet wird."
1139,1139,"Fairer Handel muss zum Standard werden, auch um postkoloniale Kontinuitäten zu durchbrechen."
1140,1140,"Dieser muss sich am Pariser Klimaabkommen, an der Agenda für nachhaltige Entwicklung sowie an den UN-Kernmenschenrechtsverträgen orientieren."
1141,1141,Bestehende Fair-Handels-Initiativen müssen gefördert werden.
1142,1142,"Es braucht im Sinne einer nachhaltigen globalen Strukturpolitik dringend eine gerechte Handelspolitik mit den Ländern des globalen Südens, die regionale Wertschöpfung, regionalen Handel und Integration fördert und ihnen genügend Raum lässt, durch Zölle und Quoten ihre Märkte zu schützen sowie durch Exportsteuern die Ausfuhr heimischer Rohstoffe zu beschränken."
1143,1143,So wird der Aufbau heimischer Industrien gefördert.
1144,1144,Zölle für Länder des Kapitel 2 globalen Südens auf verarbeitete Produkte sollen gesenkt bzw.
1145,1145,abgeschafft werden.
1146,1146,Eine Instrumentalisierung der Entwicklungszusammenarbeit zur Flüchtlingsabwehr lehnen wir ab.
1147,1147,"Lieferkettengesetz europäisch umsetzen Viel zu oft kaufen wir Dinge, deren Herstellung auf dem Raubbau an Mensch und Natur basiert, obwohl wir das gar nicht wollen."
1148,1148,"Damit Unternehmen künftig Umweltund Sozialstandards, Menschenrechte sowie Klimaund Artenschutz entlang der gesamten internationalen Wertschöpfungskette durchsetzen, braucht es ein verbindliches und wirksames Lieferkettengesetz auf nationaler wie europäischer Ebene."
1149,1149,Zudem schafft ein solcher verbindlicher Rahmen gleiche Wettbewerbsbedingungen am Markt und er schafft Rechtssicherheit.
1150,1150,"Den Kern einer solchen Regelung stellt eine zivilrechtliche Haftung dar, auf deren Grundlage Unternehmen im Schadensfall zur Verantwortung gezogen werden können."
1151,1151,"Nachbesserungen am deutschen Lieferkettengesetz sind dringend notwendig, zum Beispiel eine Ausweitung der erfassten Unternehmen, aber auch eine Erweiterung der umweltbezogenen Sorgfaltspflichten."
1152,1152,"Darüber hinaus setzen wir uns auch auf europäischer Ebene für eine ambitionierte, verbindliche Regelung in internationalen Lieferketten ein."
1153,1153,"Waren, deren Herstellung mit schwe- 82 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  ren Menschenrechtsverletzungen wie zum Beispiel Kinderoder Zwangsarbeit im Zusammenhang steht, soll der Zugang zum EU-Binnenmarkt verwehrt werden."
1154,1154,"Auf EU-Ebene werden wir uns zudem für einen Importstopp für Agrarprodukte einsetzen, die im Zusammenhang mit illegaler Entwaldung und Menschenrechtsverletzungen wie Vertreibung stehen."
1155,1155,"Weltweit wird Wald, insbesondere so wichtiger Tropen-, Urund Mangrovenwald, mit fortschreitender Geschwindigkeit abgeholzt und abgebrannt – vor allem für die agrarindustrielle Produktion wie den Anbau von Soja und Palmöl, für Bergbau oder Holzeinschlag."
1156,1156,Ein Großteil der Güter wird in die EU importiert.
1157,1157,"Die EU-Holzhandelsverordnung wollen wir stärken, die Verwendung von Soja und Palmöl als Kraftstoff jetzt stoppen und Strategien zur Reduktion von Palmöl und Soja in anderen Bereichen voranbringen."
1158,1158,"Wir schützen hier und weltweit den Wald, fördern die Wiederbewaldung und Renaturierung zerstörter Flächen und wollen dazu Verträge und Partnerschaften mit entsprechenden Ländern schließen."
1159,1159,Wir setzen Kapitel 2 uns zudem für gentechnikfreie Lieferketten ein.
1160,1160,Auf internationaler Ebene muss die Erarbeitung eines rechtsverbindlichen UN-Abkommens zu Wirtschaft und Menschenrechten (Binding Treaty) vorangetrieben werden.
1161,1161,Wir machen die Finanzmärkte stabiler und nachhaltiger Grüne Finanzmärkte Im Kampf gegen die Klimakrise und beim sozial-ökologischen Umbau unserer Wirtschaft spielt das Finanzsystem eine bedeutende Rolle.
1162,1162,"Noch immer werden Milliarden in fossile Energien und Geschäftsmodelle, die auf der Zerstörung der Ökosysteme und der Verletzung der Menschenrechte aufbauen – und damit gegen unsere Zukunft –, investiert."
1163,1163,"Wir werden durchsetzen, dass sich die öffentliche Hand vollständig aus diesen Investitionen zurückzieht, wenn weiterhin keine verlässlichen Schritte für eine nachhaltige Transformation der dahinterstehenden Unternehmen eingeleitet werden."
1164,1164,"Öffentlich-rechtliche Banken, Versicherer und Pensionsfonds sowie der Bund als Investor Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 83  und Miteigentümer von Unternehmen müssen eine Vorreiterrolle bei der grünen Finanzwende und der Transformationsfinanzierung einnehmen."
1165,1165,Klimaund Umweltrisiken sollen offengelegt und bei Banken und Versicherungen mit Eigenkapital unterlegt werden sowie bei Ratings berücksichtigt werden.
1166,1166,"Alle Anlagen, nicht nur grüne, müssen eine Nachhaltigkeitsbewertung haben, die für alle Anleger*innen transparent ist."
1167,1167,"Dabei sind neben den Klimazielen auch andere Umweltwirkungen, Menschenrechte, Arbeitsnormen und Entwicklungsziele zu berücksichtigen."
1168,1168,Dafür braucht die BaFin eine robuste ESG-Aufsichtskompetenz gemäß der Sustainable-Finance-Regulierung.
1169,1169,Auch in die Anlageberatung muss diese Bewertung einfließen.
1170,1170,"Zum Schutz des Klimas, aber auch zum Schutz der Anleger*innen, brauchen wir eine einheitliche Zertifizierung nachhaltiger Finanzprodukte auf europäischer Ebene."
1171,1171,"So sorgen wir dafür, dass Kapital von schmutzigen in grüne und nachhaltige Investitionen umgelenkt wird."
1172,1172,Atomkraft ist keine grüne Geldanlage.
1173,1173,Kapitel 2 Saubere Bilanzen am deutschen Kapitalmarkt Beim Bilanzskandal Wirecard sind die zuständigen Wirtschaftsprü- fer*innen und die staatliche Aufsicht an ihrer Aufgabe gescheitert.
1174,1174,"Erst nachdem ein neues Unternehmen auf die Bilanzen geblickt hatte, wurde ordentlich geprüft, während man die Jahre davor immer wieder Bilanzen durchwinkte, um die eigenen Versäumnisse der Vorjahre zu vertuschen."
1175,1175,"Wir wollen, dass Unternehmen in der Regel nach sechs Jahren ihre Wirtschaftsprüfer*innen wechseln müssen."
1176,1176,"Wirtschaftsprüfungsgesellschaften dürfen nicht gleichzeitig Unternehmen beraten, die sie prüfen."
1177,1177,Die Aufdeckung von Bilanzbetrug muss als Ziel gesetzlich verankert werden.
1178,1178,Wirtschaftsprüfungsgesellschaften müssen wirksam staatlich beaufsichtigt werden.
1179,1179,Die persönliche Haftung von Entscheider*innen in Unternehmen muss bei Rechtsverstößen tatsächlich wirksam werden.
1180,1180,Auch Aufsichtsräte müssen gestärkt und kompetent besetzt werden.
1181,1181,Die Vergütung von Vorständen muss sich am langfristigen Unternehmenserfolg statt am kurzfristigen Börsenkurs orientieren.
1182,1182,"84 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  Eine Finanzaufsicht mit Zähnen Wir brauchen eine Finanzaufsicht mit Zähnen, die Missstände aufzeigt, statt sie zu ermöglichen."
1183,1183,"Bei Wirecard hat auch die deutsche Finanzaufsicht (BaFin), wie so häufig zuvor kläglich versagt."
1184,1184,"Als Aufseherin verbot die BaFin Leerverkäufe gegen Wirecard und zeigte Journalist*innen an, die Unregelmäßigkeiten aufdeckten."
1185,1185,Das kam einem Persilschein für Wirecard gleich.
1186,1186,"Anleger*innen haben im Ergebnis nicht nur ihr Geld, sondern zugleich auch das Vertrauen in den Finanzplatz Deutschland und seine Aufsicht verloren."
1187,1187,Für ehrliche Unternehmen wird die Finanzierung so künftig schwieriger und teurer.
1188,1188,Kultur und Selbstverständnis der BaFin müssen sich deshalb komplett ändern.
1189,1189,Es braucht eine Fehlerkultur innerhalb der Aufsicht und eine Kultur der Skepsis und des Hinterfragens.
1190,1190,"Wir wollen eine Finanzpolizei mit umfassenden Prüfungsrechten schaffen, die Informationen mit allen zuständigen Behörden im Inund Ausland austauscht."
1191,1191,"Dem Kapitel 2 Zoll als Bundesbehörde kommen wichtige Aufgaben im Bereich der Bekämpfung der Finanzkriminalität, Steuerhinterziehung und Geldwäsche zu."
1192,1192,"Momentan ist er personell und organisatorisch nicht in der Lage, diese Funktion zu erfüllen."
1193,1193,"Wir werden ihn besser und mit den notwendigen rechtsstaatlich abgesicherten Befugnissen ausstatten, damit er künftig schwere Finanzkriminalität effektiv bekämpfen kann."
1194,1194,Das Bankgeschäft muss wieder langweilig werden Auch über zehn Jahre nach der Finanzkrise geht von Banken noch immer eine Gefahr für die Wirtschaft aus.
1195,1195,"Noch immer ist nicht ausgeschlossen, dass im Falle einer Pleite die Steuerzahler*innen haften."
1196,1196,Wir wollen deshalb zurück zum „Boring Banking“.
1197,1197,"Banken sollen nicht spekulieren, sondern die Realwirtschaft finanzieren."
1198,1198,Statt der immer undurchsichtigeren Regulierungsflut wollen wir einfache und harte Regeln.
1199,1199,"Die Regulierungslücken bei Schattenbanken, Zahlungsdienstleistern und Fintechs schließen wir, jedes Produkt und jeder Akteur muss reguliert sein."
1200,1200,Wir werden die Schuldenbremse (Leverage Ratio) für Banken verbindlich machen und schrittweise auf 10 Prozent erhöhen.
1201,1201,Das riskante Investmentgeschäft muss vom Einlagenund Kreditgeschäft getrennt werden (Trennbankensystem).
1202,1202,"Auch Investmentbanken müssen konsequent beaufsichtigt und Geschäfts- Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 85  bereiche, die zu Interessenskonflikten führen, ausgegliedert werden."
1203,1203,Es braucht eine starke Fusionskontrolle und zu große Banken sollen entflochten werden.
1204,1204,"Für kleine Banken, von denen kein Risiko für das Finanzsystem ausgeht, sollten hingegen einfachere Regeln gelten."
1205,1205,"Spekulation und Kurzfristorientierung werden wir, unter anderem durch eine EU-weite Finanztransaktionssteuer mit breiter Bemessungsgrundlage, unattraktiv machen."
1206,1206,"Um die Stabilität und Berechenbarkeit der Finanzmärkte zu erhöhen, werden wir den schädlichen Hochfrequenzhandel eindämmen."
1207,1207,Schmutziges Geld einziehen Unser Land ist derzeit ein Paradies für Geldwäsche.
1208,1208,Wir werden mit einer umfassenden Strategie gegen Geldwäsche vorgehen.
1209,1209,"Bei allen Gesellschaften, Stiftungen und sonstigen Konstrukten muss umfassende Transparenz über die wirtschaftlich Berechtigten bestehen."
1210,1210,Wir Kapitel 2 befürworten eine Absenkung der Identifizierungspflicht auf 10 Prozent.
1211,1211,Lücken und Umgehungsmöglichkeiten des Transparenzregisters werden geschlossen.
1212,1212,"Die Finanzaufsicht muss in der Geldwäschebekämpfung eine aktive Rolle spielen, statt Verdachtsmeldungen nur weiterzureichen."
1213,1213,"Im Nichtfinanzsektor, gerade bei Immobilien, bleibt Geldwäsche besonders oft unentdeckt."
1214,1214,"Wir werden bundesweite Mindeststandards für Aufsicht, Prüfungen, Ressourcen und Personal durchsetzen."
1215,1215,Die Zuständigkeit für die Bekämpfung der Geldwäsche soll vollständig auf den Bund übergehen.
1216,1216,Illegale Gelder und Vermö- genswerte werden wir umfassend abschöpfen.
1217,1217,"Das Einfrieren von verdächtigen Finanztransaktionen wollen wir erleichtern und die Dauer von Transaktionsverboten verlängern, um die Strafverfolgung zu sichern."
1218,1218,"Wir werden die Einführung einer hohen Obergrenze für Bargeldzahlungen, wie von der EU-Kommission vorgeschlagen, prüfen."
1219,1219,Digitalen Euro einführen Digitales Bezahlen gewinnt in unserem Alltag stetig an Bedeutung.
1220,1220,"Es ist bequem, schnell und soll noch sicherer werden."
1221,1221,"Wir befürworten die Initiative der Europäischen Zentralbank (EZB), einen digitalen Euro zu schaffen."
1222,1222,Sie gewährleistet dabei Datenund Rechtssicherheit für Verbraucher*innen und Unternehmen und erhöht die Effizienz der 86 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  Euro-Transaktionen.
1223,1223,Sie wirkt ungerechtfertigten Kosten durch Oligopole entgegen.
1224,1224,Private Firmen können auf dieser Grundlage Produkte und Apps aufbauen.
1225,1225,"Ein digitaler Euro löst klassisches Bargeld nicht ab, sondern ergänzt es."
1226,1226,Eine Aushöhlung des Geldund Währungsmonopols durch private Währungen mächtiger Großkonzerne lehnen wir strikt ab.
1227,1227,Bei allen digitalen Zahlungen und Kryptowährungen müssen die tatsächlichen wirtschaftlich Berechtigten analog zu Regelungen beim Bargeld ab einer gewissen Schwelle ermittelt werden.
1228,1228,"Zur Bekämpfung von Verbrechen wie Geldwäsche, Darstellung sexualisierter Gewalt gegen Kinder, Steuerhinterziehung und Terror- Finanzierung braucht es auch für den Bereich des digitalen Bezahlens klare Regeln."
1229,1229,Bestehende Kooperationspflichten von Kryptotauschbörsen wollen wir erweitern und Ermittlungsbehörden angemessen in diesem Bereich schulen.
1230,1230,Wir wollen den rasanten Entwicklungen im Bereich dezentraler Finanzanwendungen gerecht werden und die Chancen und Risiken von Kryptowährungen und Blockchains differen- Kapitel 2 ziert ausloten.
1231,1231,Wir vollenden die Europäische Wirtschaftsund Währungsunion In Europas Zukunft investieren Europas Gesellschaften und Unternehmen leben von einer starken öffentlichen Infrastruktur.
1232,1232,"Daher ist es umso gefährlicher, dass in den letzten Jahren so sehr auf Verschleiß gefahren und nicht investiert wurde."
1233,1233,Wir wollen die Europäische Währungsunion zu einer Sozialunion ausweiten.
1234,1234,In wichtigen Zukunftsfeldern wie der Digitalisierung oder der Batterieproduktion droht Europa den Anschluss zu verlieren.
1235,1235,"Wir werden in der EU konsequent in Klimaschutz, Digitalisierung, Forschung und Bildung investieren."
1236,1236,Dafür wollen wir das neu geschaffene Wiederaufbauinstrument verstetigen und in ein permanentes Investitionsund Stabilisierungsinstrument unter der Kontrolle des Europäischen Parlaments überführen.
1237,1237,Damit sollte die EU sowohl in wichtige Zukunftsbereiche investieren als auch in Krisen stabilisierend wirken können.
1238,1238,"Gleichzeitig stärken wir den EU-Haushalt, indem Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN 87  wir ihn mit eigenen Einnahmen ausstatten."
1239,1239,Die EU soll die Einnahmen des CO2-Grenzausgleichs erhalten.
1240,1240,Auch die Besteuerung von Plastik und Digitalkonzernen und möglichst auch der Finanztransaktionen soll den EU-Haushalt stärken.
1241,1241,"Wir wollen gemeinsam mit unseren europäischen Partnern den Stabilitätsund Wachstumspakt so reformieren, dass ein zu hoher Kürzungsund Privatisierungsdruck verhindert wird und Zukunftsinvestitionen in allen Mitgliedsländern weiter erhöht werden können."
1242,1242,"Öffentliche Daseinsfürsorge, gute Gesundheitsversorgung und Bildung müssen in allen europäischen Mitgliedsländern gestärkt werden."
1243,1243,"Währungsunion vollenden, Europa krisensicher aufstellen Es war ein Fehler, dass die Konservativen jahrzehntelang eine eigene Fiskalpolitik Europas verhindert haben."
1244,1244,"Wir wollen dafür Sorge tragen, dass die EU mit einem nachhaltigen Investitionsfonds ein Inst- Kapitel 2 rument für eine dauerhafte, eigene Fiskalpolitik erhält."
1245,1245,"Der Fonds stabilisiert im Krisenfall und investiert in europäische öffentliche Güter wie Klima, Forschung, digitale Infrastruktur, Eisenbahn und Bildung."
1246,1246,"Er muss so gestaltet werden, dass er im Krisenfall nicht durch einzelne Länder blockiert werden kann und eine starke Kontrolle durch das Europaparlament sichergestellt ist."
1247,1247,Der Europäische Stabilitätsmechanismus wird zu einem Europäischen Währungsfonds weiterentwickelt.
1248,1248,In ihm erhalten die Länder eine nicht konditionierte kurzfristige Kreditlinie.
1249,1249,So wird Spekulation gegen einzelne Staaten schon im Vorfeld abgewendet.
1250,1250,"Die Bankenunion wird durch eine gemeinsame Einlagensicherung als Rückversicherung vollendet, damit jeder Euro überall gleich sicher ist."
1251,1251,"Durch eine gemeinsame und stärker antizyklische Fiskalpolitik entlasten wir die Zentralbank und sorgen dafür, dass sie künftige Brände nicht wieder alleine löschen muss."
1252,1252,"Darüber hinaus begrüßen wir, dass die EZB ihrer Verantwortung für die Stabilität des Euro in allen Mitgliedstaaten nachkommt, indem sie Zinsunterschiede innerhalb der Eurozone in Grenzen hält."
1253,1253,Wir stehen zur Unabhängigkeit der Europäischen Zentralbank.
1254,1254,Gleichzeitig begrüßen wir die Debatte der EZB über ihre neue geldpolitische Strategie.
1255,1255,"Die Klimakrise hat massive Rückwirkungen auf unsere Volkswirtschaften, es ist deshalb sinnvoll, dass alle geldpolitischen Maßnahmen den Einfluss der Klimakrise auf die Geldwertund Finanzstabilität berück- 88 Bundestagswahlprogramm 2021 BÜNDNIS 90 / DIE GRÜNEN  sichtigen."
1256,1256,"Zudem hat die EZB die Aufgabe, die allgemeine Wirtschaftspolitik der EU zu unterstützen."
1257,1257,"Wie sie den Europäischen Green Deal mit seinen ökologischen und sozialen Zielen als wirtschaftspolitische Leitstrategie der EU stärkt, obliegt ihrer unabhängigen Entscheidung."
1258,1258,"Euro zur Leitwährung machen Wir wollen, dass sich der Euro zu einer glaubwürdigen, internationalen Leitwährung entwickelt, damit Europa seine Souveränität bewahrt und ausbaut."
1259,1259,Langfristig soll ein starker und stabiler Euro seinen Platz in einem kooperativen globalen Weltwährungssystem finden.
1260,1260,"Der Euro ist ein wesentlicher Baustein einer umfassenden Strategie, die europäische Werte auf der globalen Ebene stärkt und durchsetzt."
1261,1261,"Wir werden sichere europäische Vermögenswerte schaffen, in denen die Welt sparen kann."
1262,1262,In Zukunftsmärkten wie Investitionen in Klimaschutz soll der Euro das internationale Zahlungsmittel werden.
1263,1263,"Um Kapitel 2 die internationale Rolle des Euro zu stärken, braucht es aber auch innereuropäische Solidarität: Wir wollen Ungleichgewichte gemeinsam in Überschussund Defizitländern reduzieren sowie wirtschaftsund finanzpolitische Entscheidungen als Gemeinschaft treffen."
1264,1264,"Wir haushalten solide, weitsichtig und gerecht Bundeshaushalt wird zukunftstauglich Wir wollen den Bundeshaushalt nachhaltiger, gerechter und transparenter machen."
1265,1265,"Nachhaltiger wird er, wenn wir die umweltschädlichen Subventionen endlich beenden."
1266,1266,Immer noch subventionieren die öffentlichen Haushalte des Landes mit über 50 Milliarden Euro klimaschädliches Verhalten.
1267,1267,Wir werden diese Subventionen schrittweise abbauen und den Bundeshaushalt klimagerecht machen.
1268,1268,In einem ersten Schritt können wir so über 15 Milliarden Euro jährlich einnehmen und sie für die Finanzierung von Klimaschutz und sozialer Gerechtigkeit einsetzen.
1269,1269,"Für die Ausgaben des Bundes streben wir eine Klimaund Biodiversitätsquote an, die schrittweise steigen soll."
